11	20	1	3094
14	136	1	3092
20	70	1	3094
54	733	1	3094
59	236	1	3092
77	63	1	3094
80	9	1	3094
158	258	1	3092
177	53	1	3094
193	215	1	3094
303	42	1	3092
418	223	2	3092	3094
426	110	1	3094
577	29	1	3094
688	133	2	3092	3094
760	41	1	3092
772	37	1	3094
814	171	1	3094
840	79	1	3094
998	101	1	3094
1013	8	1	3094
1036	59	1	3094
1047	144	1	3094
1171	22	2	3092	3094
1243	44	1	3094
1256	59	1	3092
1360	64	1	3092
1424	57	1	3092
1524	76	1	3092
1564	11	1	3092
1701	42	1	3092
1726	27	1	3094
2059	270	1	3094
2231	62	1	3094
2368	50	1	3092
2493	3	1	3092
2685	13	1	3092
3156	2	1	3092
3206	12	1	3094
3547	3	1	3092
4125	2	1	3094
4570	4	1	3092
