3	402	2	2166	2167
29	22	1	2160
40	133	1	2166
48	257	1	2166
50	385	1	2166
54	733	1	2160
59	236	1	2160
67	827	3	2166	2167	2169
75	182	1	2167
83	18	1	2167
87	54	1	2160
91	28	1	2166
94	240	1	2167
141	95	1	2160
142	23	2	2161	2162
165	38	1	2166
176	640	2	2166	2167
181	147	2	2166	2167
218	84	1	2167
230	248	1	2166
236	95	1	2169
247	233	1	2167
252	193	2	2160	2166
258	112	1	2160
264	224	1	2167
276	69	1	2160
279	332	1	2160
284	18	1	2167
341	50	1	2160
348	173	1	2167
358	26	1	2167
359	233	1	2160
374	249	1	2169
384	205	1	2167
386	312	1	2160
393	119	1	2167
403	54	1	2167
412	82	1	2160
418	223	1	2160
466	47	1	2160
475	194	1	2166
490	261	1	2160
504	26	1	2166
510	111	1	2166
529	709	1	2166
530	78	1	2160
537	231	1	2166
561	130	1	2160
586	93	1	2160
595	120	1	2167
652	57	1	2167
670	126	1	2160
723	46	1	2169
733	173	2	2167	2167
772	37	1	2161
836	27	1	2166
842	137	1	2160
862	52	1	2166
894	39	1	2166
916	45	1	2167
919	53	1	2160
935	17	1	2160
941	145	1	2167
961	65	1	2167
999	21	1	2167
1036	59	1	2160
1052	117	1	2167
1129	83	1	2160
1261	54	1	2160
1313	63	1	2167
1399	39	1	2160
1414	282	1	2160
1419	30	1	2166
1424	57	1	2160
1460	139	1	2166
1520	35	1	2160
1541	26	1	2167
1561	45	1	2166
1776	59	1	2167
1813	19	1	2160
1837	18	1	2167
1855	122	1	2166
1989	12	1	2166
2097	35	1	2167
2161	1	1	2162
2165	10	1	2166
2168	28	1	2169
2180	12	1	2166
2186	42	1	2160
2231	62	1	2160
2315	28	1	2167
2498	12	1	2169
2527	28	1	2166
2720	19	1	2166
2735	28	1	2162
2773	6	1	2167
2872	13	1	2166
2927	2	1	2160
3199	1	1	2167
3241	5	1	2160
3244	6	1	2169
3349	16	1	2162
3358	10	1	2166
3422	2	1	2162
3458	7	1	2160
3842	2	1	2160
3856	6	1	2169
4079	1	1	2161
4744	3	1	2167
4784	1	1	2162
5181	10	1	2160
6057	1	1	2169
6080	1	1	2167
